Genre
2 tone
chamarrita rioplatense
chamber folk
chamber pop
champeta
chanson française
chanson québécoise
chanson réaliste
chanson à texte
chap hop
charanga
chazzanut
chicago blues
chicago bop
chicago drill
chicago house
chicago soul
chicano rap
children's music
chilena
chillout
chillstep
chillsynth
chillwave
chimurenga
chinese classical
chinese opera
chipmunk soul
chiptune
chopped and screwed
choral symphony
choro
christian hip hop
christian metal
christian rock
christmas music
church music
chutney
chutney soca
cinematic classical
ciranda
circus march
city pop
classic blues
classic country
classic jazz
classic rock
classical
classical crossover
classical period
close harmony
cloud rap
club
cocktail nation
coco
coladeira
coldwave
colour bass
comedy
comedy hip hop
comedy rock
comfy synth
compas
complextro
concert band
concerto
concerto for orchestra
conducted improvisation
conga
congolese rumba
conscious hip hop
contemporary christian
contemporary classical
contemporary country
contemporary folk
contemporary gospel
contemporary jazz
contemporary r&b
contra
cool jazz
copla
corrido
corrido tumbado
country
country and irish
country blues
country boogie
country folk
country gospel
country pop
country rap
country rock
country soul
country yodeling
countrypolitan
coupé-décalé
cowboy poetry
cowpunk
crack rock steady
crime jazz
crossbreed
crossover jazz
crossover prog
crossover thrash
crunk
crunkcore
crust punk
csárdás
cuarteto
cubatón
cueca
cumbia
cumbia argentina
cumbia chilena
cumbia colombiana
cumbia mexicana
cumbia norteña mexicana
cumbia peruana
cumbia pop
cumbia santafesina
cumbia sonidera
cumbia villera
cuplé
cyber metal
cybergrind
cyberpunk
d-beat
dabke
dance
dance-pop
dance-punk
dance-rock
dancefloor drum and bass
dancehall
dangdut
danmono
dansband
dansktop
danzón
dariacore
dark ambient
dark cabaret
dark disco
dark electro
dark folk
dark jazz
dark plugg
dark psytrance
dark wave
darkcore
darkcore edm
darkstep
darksynth
data sonification
death 'n' roll
death industrial
death metal
death-doom metal
deathchant hardcore
deathcore
deathgrind
deathrock
deathstep
deconstructed club
deep funk
deep house
deep soul
deep tech
deep techno
delta blues
dembow
demostyle
dennery segment
denpa
depressive black metal
descarga
desert blues
desert rock
detroit techno
detroit trap
dhrupad
digicore
digital cumbia
digital fusion
digital hardcore
dimotiko
dirty south
disco
disco polo
dissonant black metal
dissonant death metal
diva house
dixieland
djent
doina
donk
doo-wop
doom metal
doomcore
doomgaze
doskpop
downtempo
downtempo deathcore
dream pop
dream trance
dreampunk
drift phonk
drill
drill and bass
drone
drone metal
drum and bass
drumfunk
drumless hip hop
drumstep
dub
dub poetry
dub techno
dubstep
dubstyle
dubwise
dunedin sound
dungeon sound
dungeon synth
duranguense
dutch house
eai
east coast hip hop
easy listening
easycore
ebm
eccojams
edm
electric blues
electric texas blues
electro
electro hop
electro house
electro latino
electro swing
electro-disco
electro-funk
electro-industrial
electroacoustic
electroclash
electronic
electronic rock
electronica
electronicore
electropop
electropunk
electrotango
eletrofunk
embolada
emo
emo pop
emo rap
emocore
emoviolence
enka
epic collage
epic doom metal
estrada
ethereal wave
ethio-jazz
euphoric hardstyle
euro house
euro-disco
euro-trance
eurobeat
eurodance
europop
exotica
experimental
experimental big band
experimental electronic
experimental hip hop
experimental rock
expressionism
extratone
fado
fado de coimbra
fairy tale
falak
fandango
fantasia
fantezi
festejo
festival progressive house
festival trap
fidget house
field recording
fife and drum
fife and drum blues
filk
filmi
finnish tango
flamenco
flamenco jazz
flamenco pop
flashcore
florida breaks
fm synthesis
folk
folk metal
folk pop
folk punk
folk rock
folkhop
folktronica
football chant
footwork
footwork jungle
forest psytrance
forró
forró de favela
forró eletrônico
forró universitário
frat rock
freak folk
freakbeat
free car music
free folk
free improvisation
free jazz
free tekno
freeform hardcore
freestyle
french electro
french house
frenchcore
frevo
fuji
full-on
funaná
funeral doom metal
fungi
funk
funk brasileiro
funk carioca
funk melody
funk metal
funk ostentação
funk proibidão
funk rock
funknejo
funkot
funktronica
funky breaks
funky house
fusion gugak
future bass
future bounce
future core
future funk
future garage
future house
future rave
future riddim
futurepop
futurism
g-funk
g-house
gabber
gagaku
gaita zuliana
gamelan
gamelan degung
gamelan selunding
gamelan semar pegulingan
gangsta rap
garage house
garage psych
garage punk
garage rock
garage rock revival
garba
geek rock
ghazal
ghetto house
ghettotech
glam
glam metal
glam punk
glam rock
glitch
glitch hop
glitch hop edm
glitch pop
gnawa
go-go
goa trance
goregrind
gorenoise
gospel
gospel house
gospel reggae
gothic
gothic country
gothic metal
gothic rock
gqom
grand opera
graphical sound
grebo
gregorian chant
grime
grindcore
griot
groove metal
group sounds
grunge
grupera
guaguancó
guajira
guaracha
guaracha edm
guggenmusik
guided meditation
guitarrada
gumbe
guoyue
gwo ka
gypsy jazz
gypsy punk
għana
haitian vodou drumming
halftime
hamburger schule
hands up
happy hardcore
hard bop
hard drum
hard house
hard nrg
hard rock
hard techno
hard trance
hard trap
hardbag
hardbass
hardcore breaks
hardcore hip hop
hardcore punk
hardcore techno
hardgroove techno
hardstep
hardstyle
hardvapour
hardwave
harsh noise
harsh noise wall
hauntology
heartland rock
heavy metal
heavy psych
hexd
hi-nrg
hi-tech
highlife
hill country blues
hindustani classical
hip hop
hip hop soul
hip house
hiplife
holy minimalism
honky tonk
honkyoku
hopepunk
horror punk
horror synth
horrorcore
house
huapango
huayno
humppa
hybrid trap
hyper techno
hyperpop
hyphy
hypnagogic pop
idm
idol kayō
illbient
impressionism
impromptu
indeterminacy
indian classical
indian pop
indie folk
indie pop
indie rock
indie surf
indietronica
indo jazz
indorock
industrial
industrial hardcore
industrial hip hop
industrial metal
industrial musical
industrial rock
industrial techno
instrumental
instrumental hip hop
instrumental jazz
instrumental rock
integral serialism
interview
irish folk
isicathamiya
islamic modal music
italo dance
italo house
italo-disco
izlan
izvorna bosanska muzika
j-core
j-pop
j-rock
jackin house
jaipongan
jam band
jamaican ska
jamgrass
jangle pop
japanese classical
javanese gamelan
jazz
jazz blues
jazz fusion
jazz house
jazz poetry
jazz pop
jazz rap
jazz rock
jazz-funk
jazzstep
jerk
jerk rap
jersey club
jersey club rap
jersey drill
jesus music
jiangnan sizhu
jit
jiuta
joik
jongo
joropo
jovem guarda
jug band
juke
jump blues
jump up
jumpstyle
jungle
jungle dutch
jungle terror
junkanoo
jùjú
jōruri
k-pop
kabarett
kan ha diskan
kaneka
kankyō ongaku
kanto
kaseko
kasékò
kawaii future bass
kawaii metal
kayōkyoku
keroncong
khyal
kizomba
klasik
kleinkunst
klezmer
koplo
korean ballad
korean classical
krautrock
krushclub
kuda lumping
kuduro
kundiman
kunqu
kwaito
kwassa kwassa
kwela
laiko
lambada
landó
latin
latin ballad
latin disco
latin funk
latin house
latin jazz
latin pop
latin rock
latin soul
lavani
leftfield
levenslied
lied
liedermacher
liquid funk
livetronica
lo-fi
lo-fi hip hop
lo-fi house
lolicore
loud kei
louisiana blues
lounge
lovers rock
lowend
lowercase
luk krung
luk thung
lullaby
ländlermusik
mad
madchester
maddahi
madrigal
mahraganat
mainstream rock
makina
makossa
malhun
mallsoft
maloya
maloya élektrik
mambo
mandopop
manele
mangue beat
manila sound
mantra
manyao
marabi
maracatu
march
marching band
marchinha
mariachi
marrabenta
martial industrial
mashcore
maskanda
mass
math pop
math rock
mathcore
maxixe
mbalax
mbaqanga
mbube
medieval
medieval metal
medieval rock
melbourne bounce
melodic black metal
melodic death metal
melodic dubstep
melodic hardcore
melodic house
melodic metalcore
melodic techno
melodic trance
memphis rap
mento
merecumbé
merengue
merengue típico
merenhouse
merseybeat
metal
metalcore
miami bass
microhouse
microsound
microtonal classical
midtempo bass
midwest emo
milonga
min'yō
minatory
mincecore
minimal drum and bass
minimal synth
minimal techno
minimal wave
minimalism
minneapolis sound
mobb music
mod
mod revival
modal jazz
modern blues
modern classical
modern creative
modern hardtek
modern laiko
modinha
moe song
mood kayō
moogsploitation
moombahcore
moombahton
mor lam
mor lam sing
morna
moroccan chaabi
motown
mpb
mugham
murga
murga uruguaya
musette
music hall
musical
musique concrète
musique concrète instrumentale
muzika mizrahit
muzika yehudit mekorit
muziki wa dansi
música cebolla
música criolla
música llanera
nagauta
narcocorrido
nasheed
nashville sound
native american new age
nature sounds
natya sangeet
nederbeat
nederpop
neo kyma
neo soul
neo-acoustic
neo-medieval folk
neo-progressive rock
neo-psychedelia
neo-rockabilly
neo-traditional country
neoclassical dark wave
neoclassical metal
neoclassical new age
neoclassicism
neocrust
neofolk
neofolklore
neon pop punk
neoperreo
nerdcore
nerdcore techno
neue deutsche härte
neue deutsche welle
neurofunk
neurohop
new age
new beat
new complexity
new jack swing
new jazz
new mexico music
new orleans blues
new orleans r&b
new rave
new romantic
new wave
new york drill
nhạc vàng
nhạc đỏ
nightcore
nintendocore
no melody trap
no wave
noise
noise pop
noise rock
noisecore
noisegrind
non-music
nortec
norteño
northern soul
nova cançó
novelty piano
novo dub
nu disco
nu jazz
nu metal
nu skool breaks
nu style gabber
nueva canción
nueva canción chilena
nueva canción española
nueva cumbia chilena
nueva trova
nuevo cancionero
nuevo flamenco
nuevo tango
nwobhm
nyū myūjikku
néo-trad
occult rock
odissi classical
oi
old school death metal
old school hip hop
old-time
onkyo
opera
opera buffa
opera seria
operatic pop
operetta
opm
oratorio
orchestral
orchestral jazz
orchestral song
organic house
oriental ballad
orthodox pop
outlaw country
outsider house
overture
p-funk
pachanga
pacific reggae
pagan black metal
pagan folk
pagode
pagode romântico
pagodão
paisley underground
palingsound
palm-wine
pansori
pasillo
pasodoble
peak time techno
persian classical
persian pop
philly club
philly club rap
philly soul
phleng phuea chiwit
phonk
phonk house
piano blues
piano rock
picopop
piedmont blues
pigfuck
pilón
pimba
pipe band music
pizzica
plainchant
plena
plugg
pluggnb
plunderphonics
poetry
polca criolla
political hip hop
polka
pop
pop metal
pop punk
pop rap
pop raï
pop rock
pop soul
pop yeh-yeh
porn groove
pornogrind
porro
post-bop
post-britpop
post-classical
post-dubstep
post-grunge
post-hardcore
post-industrial
post-metal
post-minimalism
post-punk
post-punk revival
post-rock
power electronics
power metal
power noise
power pop
power soca
powerviolence
praise & worship
prank calls
prelude
production music
progressive
progressive bluegrass
progressive breaks
progressive country
progressive electronic
progressive folk
progressive house
progressive metal
progressive pop
progressive psytrance
progressive rock
progressive soul
progressive trance
proto-punk
psichedelia occulta italiana
psybient
psybreaks
psychedelic
psychedelic folk
psychedelic pop
psychedelic rock
psychedelic soul
psychobilly
psycore
psytrance
pub rock
punk
punk blues
punk rap
punk rock
punta
purple sound
q-pop
qaraami
qawwali
queercore
quiet storm
r&b
raga rock
rage
ragga
ragga hip-hop
ragga jungle
raggacore
raggatek
ragtime
ranchera
rap metal
rap rock
rapcore
rapso
rara
rasin
rasteirinha
ratchet music
rautalanka
rave
raw punk
rawphoric
rawstyle
raï
rebetiko
red dirt
red disco
red song
reductionism
regalia
reggae
reggae rock
reggae-pop
reggaeton
regional mexicano
renaissance
reparto
requiem
revue
rhumba
riddim dubstep
riot grrrl
ritual ambient
rkt
rock
rock and roll
rock andaluz
rock andino
rock musical
rock opera
rock rural
rock urbano
rock urbano mexicano
rockabilly
rocksteady
romantic classical
rominimal
roots reggae
roots rock
rumba
rumba catalana
rumba cubana
rumba flamenca
russian chanson
russian romance
ryūkōka
sacred harp
sacred steel
salegy
salsa
salsa choke
salsa dura
salsa romántica
samba
samba de breque
samba soul
samba-canção
samba-choro
samba-enredo
samba-exaltação
samba-jazz
samba-joia
samba-reggae
samba-rock
sampledelia
sardana
sasscore
scam rap
schlager
schranz
scottish country dance music
screamo
sea shanty
sean-nós
seapunk
seggae
seishun punk
semba
semi-trot
serenade
serialism
sermon
sertanejo
sertanejo raiz
sertanejo romântico
sertanejo universitário
sevillanas
sexy drill
shaabi
shan'ge
shanto
shibuya-kei
shidaiqu
shima-uta
shitgaze
shoegaze
sierreño
sigilkore
singeli
singer-songwriter
singspiel
ska
ska punk
skacore
skate punk
sketch comedy
skiffle
skinhead reggae
skullstep
skweee
slack-key guitar
slacker rock
slam death metal
slam poetry
slap house
sleaze rock
slow waltz
slowcore
sludge metal
slushwave
smooth jazz
smooth soul
snap
soca
soft rock
son cubano
son huasteco
son jarocho
son montuno
sonata
songo
sophisti-pop
soukous
soul
soul blues
soul jazz
sound art
sound collage
sound effects
sound poetry
southern gospel
southern hip hop
southern metal
southern rock
southern soul
sovietwave
space age pop
space ambient
space disco
space rock
space rock revival
spacesynth
spamwave
spectralism
speech
speed garage
speed house
speed metal
speedcore
spiritual jazz
spirituals
splittercore
spoken word
standup comedy
staïfi
steampunk
steel band
stenchcore
stochastic music
stomp and holler
stoner metal
stoner rock
street punk
stride
stutter house
sufi rock
sufiana kalam
sundanese pop
sunshine pop
suomisaundi
surf
surf punk
surf rock
swamp blues
swamp pop
swamp rock
swancore
swing
swing revival
symphonic black metal
symphonic metal
symphonic poem
symphonic prog
symphonic rock
symphony
synth funk
synth-pop
synthwave
séga
sōkyoku
t-pop
taarab
takamba
talking blues
tallava
tango
tape music
tappa
tearout
tearout brostep
tech house
tech trance
technical death metal
technical thrash metal
techno
techno bass
techno kayō
technobanda
techstep
tecnobrega
tecnorumba
teen pop
tejano
terrorcore
tex-mex
texas blues
texas country
thai classical
thall
third stream
third wave ska
thrash metal
thrashcore
thumri
tibetan buddhist chant
timba
tin pan alley
tizita
totalism
township bubblegum
toypop
toytown pop
traditional black gospel
traditional country
traditional doom metal
traditional pop
trance
trance metal
trap
trap edm
trap latino
trap metal
trap shaabi
trap soul
trapfunk
tread
tribal ambient
tribal guarachero
tribal house
trip hop
tropical house
tropical rock
tropicanibalismo
tropicália
tropipop
trot
trova
truck driving country
tsapiky
tsonga disco
tsugaru-jamisen
turbo-folk
turkish classical
turntablism
twee pop
twerk
uk drill
uk funky
uk garage
uk hardcore
uk street soul
uk82
underground hip hop
unyago
uptempo hardcore
urban contemporary gospel
urban cowboy
us power metal
utopian virtual
uyghur muqam
v-pop
vallenato
vals criollo
valsa brasileira
vapornoise
vaportrap
vaporwave
vaudeville
vaudeville blues
vietnamese bolero
viking metal
viking rock
visa
visual kei
vocal house
vocal jazz
vocal surf
vocal trance
vocalese
volkstümliche musik
waltz
war metal
wassoulou
wave
weightless
west coast hip hop
west coast swing
western
western classical
western swing
whale song
white voice
winter synth
witch house
wonky
wonky techno
work song
world fusion
wyrd folk
xote
yacht rock
yakousei
yodeling
ytpmv
yu-mex
yé-yé
zamba
zamrock
zarzuela
zenonesque
zeuhl
zhongguo feng
zoblazo
zolo
zouglou
zouk
zouk love
zydeco
éntekhno
